0.05,0.017341,0.042459,0.049911,0.052372,0.049195,0.092274,0.056471,0.15781,0.029098,0.1381,0.13386,0.18154,0.19314,-0.024604,0.17484,0.25296,0.10775,0.40442,0.099625,-0.14326,0.20545,0.34301,0.21873,0.35385,0.39815,-0.077948,-0.35033,0.18102,0.42902,0.32422,0.12084,0.53854,0.11816,-0.38239,-0.50405,0.059231,0.44447,0.33824,0.13665,0.28873,0.32572,-0.18033,-0.84717,-0.60589,-0.12652,0.36851,0.26774,0.043565,0.010294,0.004725,-0.16176,-0.4317,-0.96054,-0.72621
0.05,0.013794,0.043807,0.047949,0.053981,0.06874,0.10291,0.063588,0.17189,0.084931,0.18942,0.18269,0.19324,0.23757,0.082855,0.29455,0.36717,0.17474,0.43111,0.24231,0.019227,0.40657,0.56719,0.40838,0.36888,0.43519,0.12396,-0.085544,0.48101,0.69574,0.60694,0.2497,0.53435,0.24826,-0.14323,-0.24514,0.49483,0.67573,0.63021,0.36932,0.26672,0.26541,-0.074262,-0.43828,-0.40222,0.50812,0.52814,0.40228,0.20889,0.064893,0.052771,-0.11574,-0.37263,-0.64522,-0.53528
0.05,-0.00045288,0.029722,0.0018549,0.018399,0.050162,0.00053689,-0.0052929,0.047134,0.091332,-0.0075105,-0.00053199,-0.024907,0.069639,0.18279,-0.0027691,-0.0079602,-0.018734,-0.085853,0.19941,0.34016,-0.016442,-0.024475,-0.012487,-0.22828,-0.063849,0.4606,0.58441,-0.05823,-0.025389,-0.017062,-0.049192,-0.42098,0.16936,0.87466,0.8322,-0.047553,-0.024661,-0.061025,-0.033387,-0.40278,-0.28828,0.51757,1.3359,1.0438,-0.034583,-0.13953,-0.0021721,0.0059451,-0.034214,0.011669,0.40095,0.76988,1.5305,1.2298
0.05,-0.011168,0.048308,-0.04116,0.060523,0.073348,-0.10934,-0.057168,0.18727,0.089413,-0.20958,-0.1812,0.20929,0.25956,0.074819,-0.3302,-0.4015,-0.15366,0.47648,0.23572,-0.006996,-0.43209,-0.61815,-0.41267,0.4005,0.46749,0.081381,-0.18444,-0.4723,-0.74182,-0.62876,-0.19854,0.58761,0.2276,-0.25975,-0.39465,-0.49638,-0.69808,-0.6393,-0.34201,0.30269,0.30695,-0.14536,-0.67025,-0.56808,-0.44705,-0.44474,-0.41685,-0.20214,-0.025235,0.049561,-0.13909,-0.46529,-0.92005,-0.76643
0.05,-0.015646,0.042045,-0.047528,0.054967,0.046161,-0.095467,-0.057813,0.15645,0.020165,-0.14182,-0.14945,0.18425,0.17211,-0.039642,-0.16856,-0.26923,-0.12047,0.40166,0.065132,-0.1595,-0.15629,-0.35865,-0.25075,0.35943,0.33584,-0.1184,-0.30837,-0.14995,-0.37398,-0.33678,-0.12232,0.51988,0.078866,-0.44105,-0.47487,-0.036108,-0.3426,-0.31672,-0.13249,0.29319,0.25584,-0.2108,-0.72109,-0.60848,0.16364,-0.31484,-0.209,-0.050925,0.012978,0.00093413,-0.1517,-0.44431,-0.91711,-0.60939
0.05,0.04049,0.040195,0.096016,0.063018,0.0021281,0.11199,0.15138,0.13702,-0.10331,0.0050314,0.31581,0.19954,-0.0017779,-0.24599,-0.27355,0.30002,0.32562,0.29636,-0.32511,-0.29141,-0.57668,0.00073763,0.5205,0.32143,-0.027659,-0.65043,-0.024064,-0.62757,-0.65651,0.3556,0.30626,0.28939,-0.37381,-0.65804,0.53506,-0.086493,-1.0147,-0.036118,0.30268,0.18295,-0.0083296,-0.56197,-0.021377,1.161,1.1054,-0.84453,-0.2548,0.098419,0.0040411,0.07346,-0.040577,-0.20633,0.73862,1.2332
0.05,0.019735,0.029055,0.049656,0.0053766,0.016699,0.072365,0.024014,0.0044745,-0.014983,0.071467,0.023663,-0.092676,-0.021727,-0.053141,0.051725,0.014596,-0.058222,-0.17384,-0.022646,-0.10771,-0.053341,-0.032582,-0.13738,-0.30846,-0.14759,0.094925,-0.14981,-0.27517,0.047919,-0.20309,-0.16937,-0.36993,0.036274,0.18955,-0.15646,-0.52817,0.036048,-0.17663,-0.22832,-0.31227,-0.15594,0.33222,0.29932,-0.09271,-0.83225,-0.031619,0.013645,-0.13804,-0.083809,-0.11384,0.1658,0.40627,0.2623,0.15839
0.05,0.0057153,0.019317,0.0095411,-0.019101,0.014733,0.0059361,-0.022978,-0.068962,0.0062045,-0.0050808,-0.10961,-0.17382,-0.1338,0.0051467,-0.016368,-0.24854,-0.13714,-0.3716,-0.14102,0.012856,-0.017002,-0.42462,-0.3664,-0.40531,-0.40172,-0.066006,0.040253,-0.013028,-0.5386,-0.56555,-0.22478,-0.52655,-0.24692,0.12627,0.041751,0.028716,-0.55608,-0.61121,-0.32072,-0.26153,-0.28822,0.034596,0.38204,0.055527,0.10072,-0.49477,-0.451,-0.14569,-0.023131,-2.2915e-07,0.037408,0.28795,0.5534,0.017956
0.05,0.00082858,0.025158,0.0018277,-0.0206,0.022378,0.00010002,0.0017761,-0.063644,0.0097346,-0.0040002,0.0011804,-0.14532,-0.14785,-0.0021775,-0.0025151,0.00035875,0.0064815,-0.25933,-0.26886,-0.034276,-0.0036421,0.0040902,-0.0020019,-0.18719,-0.32061,-0.42354,-0.06915,-0.0066734,0.019278,0.017139,0.005126,-0.097427,-0.39684,-0.61566,-0.093795,-0.01885,0.020865,0.0083419,0.0015961,0.14876,0.04541,-0.46343,-0.8069,-0.094675,0.0033833,0.017131,0.03375,-0.0097884,-0.00060838,-0.1228,-0.36151,-0.47378,-0.89357,-0.088151
0.05,-0.0056552,0.021054,-0.0089481,-0.022679,0.015912,-0.0068173,0.028389,-0.077353,0.0051482,-4.6189e-05,0.11899,-0.20105,-0.1392,0.0061731,0.0088612,0.26047,0.15843,-0.39587,-0.14991,0.0070721,0.023739,0.43389,0.39337,-0.45429,-0.40376,-0.030809,0.018055,0.01964,0.53932,0.57752,0.23765,-0.53916,-0.22894,0.15946,0.053761,-0.025633,0.5782,0.6061,0.31515,-0.29146,-0.26436,0.083853,0.39634,0.069941,-0.087054,0.4873,0.40866,0.14534,-0.001037,0.0021149,0.022509,0.32945,0.6538,-0.0054575
0.05,-0.018451,0.027663,-0.04369,0.011597,0.014219,-0.068648,-0.029092,0.0032734,-0.022256,-0.07555,-0.015209,-0.060302,-0.039336,-0.07098,-0.010261,0.021144,0.0027093,-0.16373,-0.038549,-0.11046,0.076917,0.024748,0.14925,-0.21309,-0.18179,0.039145,-0.11437,0.20835,0.098744,0.24498,0.037252,-0.3594,0.040046,0.22223,-0.17961,0.60397,-0.083943,0.15964,0.20802,-0.20919,-0.20827,0.26637,0.43632,-0.16072,1.0627,-0.31564,0.14867,0.16772,0.013696,-0.12945,0.19553,0.4522,0.22955,0.30993
